title,num_dozens,price,was_sold,date,unit_price,percentage_capitals,number_annoying_punctuation,seller_score,auction_link,bid_history_link,buyer_score,price_of_bid,date_of_bid,final_buyer
Callaway Golf Mint Used/Recycled Tour IS/IX Mix Ammo Box Golf Balls 3-Dozen,3,41.97,False,1900-10-01 19:05:00,13.99,0.25,1,418507,http://www.ebay.com/itm/Callaway-Golf-Mint-Used-Recycled-Tour-IS-IX-Mix-Ammo-Box-Golf-Balls-3-Dozen-/370656448804?pt=US_Golf_Balls&hash=item564cd89124,
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,13,155.00,2012-10-01 18:22:23,True
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,14,155.00,2012-10-01 18:22:26,False
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,28,147.77,2012-10-01 17:08:13,False
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,7,145.27,2012-10-01 17:06:54,False
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,560,142.77,2012-10-01 16:17:58,False
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,7,141.00,2012-10-01 17:06:31,False
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,7,136.00,2012-10-01 17:06:13,False
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,148,130.50,2012-10-01 11:33:06,False
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,615,121.26,2012-10-01 05:22:43,False
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,23,105.00,2012-10-01 08:43:41,False
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,6,90.00,2012-09-29 16:14:11,False
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,1815,70.07,2012-09-29 17:09:23,False
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,1815,60.06,2012-09-29 04:34:09,False
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,419,11.99,2012-09-28 22:20:23,False
6 DOZEN BRAND NEW 2012 CALLAWAY HEX BLACK TOUR GOLF BALLS WHITE 6DZ 72 BALLS,6,155.0,True,1900-10-01 18:22:00,25.833333333333332,0.8709677419354839,0,33122,http://www.ebay.com/itm/6-DOZEN-BRAND-NEW-2012-CALLAWAY-HEX-BLACK-TOUR-GOLF-BALLS-WHITE-6DZ-72-BALLS-/261105419595?pt=US_Golf_Balls&hash=item3ccb18854b,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=261105419595,,,2012-09-28 18:22:29,False
Callaway Tour i (s) 36 Used Golf Balls AAAA Recycled Near Mint 4A 3 Dozen ,3,25.0,True,1900-10-01 18:00:00,8.333333333333334,0.23728813559322035,0,53567,http://www.ebay.com/itm/Callaway-Tour-i-s-36-Used-Golf-Balls-AAAA-Recycled-Near-Mint-4A-3-Dozen-/140858637757?pt=US_Golf_Balls&hash=item20cbd43dbd,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=140858637757,46,25.00,2012-10-01 17:18:46,True
Callaway Tour i (s) 36 Used Golf Balls AAAA Recycled Near Mint 4A 3 Dozen ,3,25.0,True,1900-10-01 18:00:00,8.333333333333334,0.23728813559322035,0,53567,http://www.ebay.com/itm/Callaway-Tour-i-s-36-Used-Golf-Balls-AAAA-Recycled-Near-Mint-4A-3-Dozen-/140858637757?pt=US_Golf_Balls&hash=item20cbd43dbd,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=140858637757,46,25.00,2012-09-30 20:44:26,False
Callaway Tour i (s) 36 Used Golf Balls AAAA Recycled Near Mint 4A 3 Dozen ,3,25.0,True,1900-10-01 18:00:00,8.333333333333334,0.23728813559322035,0,53567,http://www.ebay.com/itm/Callaway-Tour-i-s-36-Used-Golf-Balls-AAAA-Recycled-Near-Mint-4A-3-Dozen-/140858637757?pt=US_Golf_Balls&hash=item20cbd43dbd,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=140858637757,1,25.00,2012-10-01 17:37:36,False
Callaway Tour i (s) 36 Used Golf Balls AAAA Recycled Near Mint 4A 3 Dozen ,3,25.0,True,1900-10-01 18:00:00,8.333333333333334,0.23728813559322035,0,53567,http://www.ebay.com/itm/Callaway-Tour-i-s-36-Used-Golf-Balls-AAAA-Recycled-Near-Mint-4A-3-Dozen-/140858637757?pt=US_Golf_Balls&hash=item20cbd43dbd,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=140858637757,1,23.10,2012-10-01 17:36:59,False
Callaway Tour i (s) 36 Used Golf Balls AAAA Recycled Near Mint 4A 3 Dozen ,3,25.0,True,1900-10-01 18:00:00,8.333333333333334,0.23728813559322035,0,53567,http://www.ebay.com/itm/Callaway-Tour-i-s-36-Used-Golf-Balls-AAAA-Recycled-Near-Mint-4A-3-Dozen-/140858637757?pt=US_Golf_Balls&hash=item20cbd43dbd,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=140858637757,1,21.00,2012-10-01 17:36:22,False
Callaway Tour i (s) 36 Used Golf Balls AAAA Recycled Near Mint 4A 3 Dozen ,3,25.0,True,1900-10-01 18:00:00,8.333333333333334,0.23728813559322035,0,53567,http://www.ebay.com/itm/Callaway-Tour-i-s-36-Used-Golf-Balls-AAAA-Recycled-Near-Mint-4A-3-Dozen-/140858637757?pt=US_Golf_Balls&hash=item20cbd43dbd,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=140858637757,2,17.00,2012-10-01 16:14:03,False
Callaway Tour i (s) 36 Used Golf Balls AAAA Recycled Near Mint 4A 3 Dozen ,3,25.0,True,1900-10-01 18:00:00,8.333333333333334,0.23728813559322035,0,53567,http://www.ebay.com/itm/Callaway-Tour-i-s-36-Used-Golf-Balls-AAAA-Recycled-Near-Mint-4A-3-Dozen-/140858637757?pt=US_Golf_Balls&hash=item20cbd43dbd,http://offer.ebay.com/ws/eBayISAPI.dll?ViewBids&_trksid=p2047675.l2565&rt=nc&item=140858637757,2,16.00,2012-10-01 16:13:57,False
